CustomerID,CustomerName,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,CustomerSegment
11249,Cindy Patel,4297,4,9890.270000,2,1,1,4,At-Risk Customers
11412,Sydney Bryant,4271,4,9879.960000,2,1,1,4,At-Risk Customers
14186,Katrina Tang,4331,4,9796.320000,3,1,1,5,At-Risk Customers
11421,Amy Sun,4273,4,9780.040000,2,1,1,4,At-Risk Customers
13592,Gabriella Collins,4332,4,9695.730000,3,1,1,5,At-Risk Customers
13605,Gerrit Straatsma,4342,4,9614.730000,3,1,1,5,At-Risk Customers
14185,Frank Vazquez,4343,4,9523.002500,3,1,1,5,At-Risk Customers
13575,Alicia Shen,4340,4,9458.182500,3,1,1,5,At-Risk Customers
14192,Ronald Kapoor,4340,4,9451.912500,3,1,1,5,At-Risk Customers
13577,Theodore Torres,4327,4,9450.322500,2,1,1,4,At-Risk Customers
14200,Colleen Goel,4284,4,9421.912500,2,1,1,4,At-Risk Customers
13595,Cole Stewart,4328,4,9390.532500,2,1,1,4,At-Risk Customers
11432,Dominique Prasad,4196,6,9330.199600,1,1,1,3,Lost Customers
13257,Jon Chander,4215,4,8941.280000,1,1,1,3,Lost Customers
13258,Anne Dominguez,4207,4,8886.530000,1,1,1,3,Lost Customers
12128,Kristy Munoz,4217,4,8681.108200,1,1,1,3,Lost Customers
12125,Diana Ortega,4234,4,8595.409600,1,1,1,3,Lost Customers
12129,Wendy Alvarez,4196,4,8557.409600,1,1,1,3,Lost Customers
13600,Marie Sanz,4371,3,8460.250000,3,1,1,5,At-Risk Customers
14427,Emmanuel Patel,4316,3,8451.260000,2,1,1,4,At-Risk Customers
15106,Shannon Navarro,4329,3,8421.280000,2,1,1,4,At-Risk Customers
14775,Bonnie Xie,4399,3,8404.280000,3,1,1,5,At-Risk Customers
14429,Lacey He,4327,3,8394.290000,2,1,1,4,At-Risk Customers
15692,Ryan Garcia,4343,3,8392.300000,3,1,1,5,At-Risk Customers
15097,Morgan Bennett,4340,3,8377.090000,3,1,1,5,At-Risk Customers
13602,Virginia Mehta,4374,3,8376.280000,3,1,1,5,At-Risk Customers
13583,Blake Butler,4398,3,8375.290000,3,1,1,5,At-Risk Customers
13581,Albert Blanco,4395,3,8374.790000,3,1,1,5,At-Risk Customers
13585,Savannah Morris,4355,3,8368.290000,3,1,1,5,At-Risk Customers
14940,Carmen Rana,4358,3,8367.550000,3,1,1,5,At-Risk Customers
14939,Cory Kapoor,4377,3,8367.300000,3,1,1,5,At-Risk Customers
14207,José Saraiva,4387,3,8361.300000,3,1,1,5,At-Risk Customers
13584,Isaiah Cox,4348,3,8361.290000,3,1,1,5,At-Risk Customers
13591,Latasha Alonso,4364,3,8355.270000,3,1,1,5,At-Risk Customers
14830,Isabella Ward,4405,3,8346.280000,3,1,1,5,At-Risk Customers
15691,Julian Henderson,4341,3,8341.290000,3,1,1,5,At-Risk Customers
14425,Victor Carlson,4393,3,8332.300000,3,1,1,5,At-Risk Customers
13576,Tamara Lal,4383,3,8330.790000,3,1,1,5,At-Risk Customers
14181,Adriana Chandra,4376,3,8326.310000,3,1,1,5,At-Risk Customers
15695,Bruce Gomez,4318,3,8324.240000,2,1,1,4,At-Risk Customers
14183,Robyn Carlson,4347,3,8321.310000,3,1,1,5,At-Risk Customers
14428,Cassie Andersen,4361,3,8321.310000,3,1,1,5,At-Risk Customers
11767,Meagan Madan,4362,3,8319.510000,3,1,1,5,At-Risk Customers
14426,Madison Hughes,4388,3,8319.300000,3,1,1,5,At-Risk Customers
14189,Krista Martin,4394,3,8317.320000,3,1,1,5,At-Risk Customers
14195,Clinton Blanco,4339,3,8316.290000,3,1,1,5,At-Risk Customers
14198,Daisy Romero,4397,3,8308.590000,3,1,1,5,At-Risk Customers
13590,Louis Xie,4352,3,8306.300000,3,1,1,5,At-Risk Customers
15080,Evelyn Chandra,4365,3,8305.300000,3,1,1,5,At-Risk Customers
14191,Derrick Martin,4359,3,8301.310000,3,1,1,5,At-Risk Customers
15118,Nelson Ortega,4323,3,8301.310000,2,1,1,4,At-Risk Customers
15354,Corey Kumar,4336,3,8297.290000,3,1,1,5,At-Risk Customers
11112,Crystal Wang,4310,3,8295.020000,2,1,1,4,At-Risk Customers
11766,Candace Raman,4364,3,8280.480000,3,1,1,5,At-Risk Customers
12338,Monica Vance,4326,3,8265.000000,2,1,1,4,At-Risk Customers
11101,Abby Sai,4375,3,8262.520000,3,1,1,5,At-Risk Customers
11900,Byron Carlson,4363,3,8257.010000,3,1,1,5,At-Risk Customers
12003,Audrey Munoz,4333,3,8256.500000,3,1,1,5,At-Risk Customers
11451,Ruben Muñoz,4399,3,8249.490000,3,1,1,5,At-Risk Customers
11995,Kelvin Carson,4211,3,8249.010000,1,1,1,3,Lost Customers
11000,Jon Yang,4432,3,8248.990000,4,1,1,6,Potential Loyalists
11058,Marc Diaz,4400,3,8248.020000,3,1,1,5,At-Risk Customers
11901,Stacy Alvarez,4242,3,8248.010000,1,1,1,3,Lost Customers
11986,Max Alvarez,4316,3,8245.230000,2,1,1,4,At-Risk Customers
11109,Ruben Kapoor,4380,3,8245.010000,3,1,1,5,At-Risk Customers
11120,Beth Jiménez,4293,3,8242.490000,2,1,1,4,At-Risk Customers
11446,Bethany Chander,4383,3,8237.010000,3,1,1,5,At-Risk Customers
11443,Grace Griffin,4281,3,8235.000000,2,1,1,4,At-Risk Customers
11762,Randall Gomez,4368,3,8228.010000,3,1,1,5,At-Risk Customers
11456,Jon Gao,4404,3,8224.460000,3,1,1,5,At-Risk Customers
11054,Deanna Munoz,4405,3,8223.020000,3,1,1,5,At-Risk Customers
11894,Ann Gonzalez,4368,3,8223.000000,3,1,1,5,At-Risk Customers
11343,Arthur Carlson,4350,3,8221.990000,3,1,1,5,At-Risk Customers
11099,Adam Ross,4373,3,8215.990000,3,1,1,5,At-Risk Customers
11751,Victoria Gonzales,4357,3,8215.020000,3,1,1,5,At-Risk Customers
11904,Kaylee Cook,4373,3,8214.500000,3,1,1,5,At-Risk Customers
12039,Ricardo Nath,4337,3,8213.000000,3,1,1,5,At-Risk Customers
11977,Bonnie Jai,4328,3,8212.500000,2,1,1,4,At-Risk Customers
11457,Jaime Gutierrez,4403,3,8211.480000,3,1,1,5,At-Risk Customers
11007,Marco Mehta,4477,3,8211.000000,4,1,1,6,Potential Loyalists
11056,Michele Nath,4404,3,8207.500000,3,1,1,5,At-Risk Customers
11918,Kaylee Hill,4226,3,8204.990000,1,1,1,3,Lost Customers
11080,Damien Chander,4381,3,8204.020000,3,1,1,5,At-Risk Customers
12010,Max Serrano,4337,3,8203.500000,3,1,1,5,At-Risk Customers
11897,Orlando Ashe,4268,3,8203.020000,2,1,1,4,At-Risk Customers
11004,Elizabeth Johnson,4434,3,8196.010000,4,1,1,6,Potential Loyalists
11147,Ernest Wu,4266,3,8195.500000,2,1,1,4,At-Risk Customers
12009,Ann Martinez,4330,3,8195.500000,2,1,1,4,At-Risk Customers
11072,Casey Luo,4389,3,8194.000000,3,1,1,5,At-Risk Customers
11341,Randy Zeng,4355,3,8192.000000,3,1,1,5,At-Risk Customers
11899,Brenda Perez,4366,3,8189.500000,3,1,1,5,At-Risk Customers
11117,April Deng,4379,3,8184.990000,3,1,1,5,At-Risk Customers
11452,Erika Rubio,4392,3,8183.040000,3,1,1,5,At-Risk Customers
12000,Ashley Russell,4328,3,8183.000000,2,1,1,4,At-Risk Customers
11103,Cassie Chande,4398,3,8182.500000,3,1,1,5,At-Risk Customers
11093,Aimee He,4396,3,8180.000000,3,1,1,5,At-Risk Customers
11898,Angela Henderson,4351,3,8179.030000,3,1,1,5,At-Risk Customers
11916,Joe Rana,4322,3,8178.510000,2,1,1,4,At-Risk Customers
11453,Stanley Malhotra,4385,3,8176.980000,3,1,1,5,At-Risk Customers
11964,Sharon Salavaria,4334,3,8173.530000,3,1,1,5,At-Risk Customers
11450,Brett Mehta,4387,3,8173.260000,3,1,1,5,At-Risk Customers
11104,Edgar Sara,4389,3,8173.030000,3,1,1,5,At-Risk Customers
11969,Randy Xu,4327,3,8173.020000,2,1,1,4,At-Risk Customers
11100,Latasha Navarro,4336,3,8172.510000,3,1,1,5,At-Risk Customers
11919,Warren Andersen,4200,3,8171.520000,1,1,1,3,Lost Customers
11107,Bianca Lin,4383,3,8171.010000,3,1,1,5,At-Risk Customers
11077,Leah Ye,4392,3,8169.030000,3,1,1,5,At-Risk Customers
11994,Leah Hu,4320,3,8169.030000,2,1,1,4,At-Risk Customers
11952,Dorothy Robinson,4336,3,8169.000000,3,1,1,5,At-Risk Customers
11055,Gilbert Raje,4397,3,8168.010000,3,1,1,5,At-Risk Customers
11914,Meagan Rana,4320,3,8165.960000,2,1,1,4,At-Risk Customers
11472,Kenneth Kumar,4256,3,8165.820000,2,1,1,4,At-Risk Customers
11070,Willie Raji,4378,3,8165.550000,3,1,1,5,At-Risk Customers
11990,Joanna Vazquez,4321,3,8164.010000,2,1,1,4,At-Risk Customers
11754,Janet Ortega,4344,3,8163.530000,3,1,1,5,At-Risk Customers
11333,Emily Miller,4360,3,8163.310000,3,1,1,5,At-Risk Customers
11337,Jerome Romero,4355,3,8162.000000,3,1,1,5,At-Risk Customers
11394,George McDonald,4341,3,8161.970000,3,1,1,5,At-Risk Customers
11381,Meredith Raman,4325,3,8161.020000,2,1,1,4,At-Risk Customers
11076,Blake Anderson,4383,3,8159.040000,3,1,1,5,At-Risk Customers
11465,Louis Luo,4361,3,8158.040000,3,1,1,5,At-Risk Customers
11095,Chad Kumar,4379,3,8158.010000,3,1,1,5,At-Risk Customers
11491,Andre Perez,4305,3,8158.010000,2,1,1,4,At-Risk Customers
11920,Adrienne Gomez,4210,3,8156.320000,1,1,1,3,Lost Customers
11905,Isaiah Ramirez,4368,3,8155.980000,3,1,1,5,At-Risk Customers
11334,Nicole Brown,4347,3,8154.020000,3,1,1,5,At-Risk Customers
11967,Latasha Munoz,4336,3,8153.020000,3,1,1,5,At-Risk Customers
11060,Jon Zhou,4379,3,8153.020000,3,1,1,5,At-Risk Customers
11906,Gabriella Sanders,4362,3,8151.000000,3,1,1,5,At-Risk Customers
11761,Edgar Mehta,4345,3,8149.490000,3,1,1,5,At-Risk Customers
11895,Dustin Chander,4349,3,8149.040000,3,1,1,5,At-Risk Customers
11750,Latoya She,4281,3,8148.020000,2,1,1,4,At-Risk Customers
12002,Adriana Lopez,4340,3,8145.330000,3,1,1,5,At-Risk Customers
11765,Marc Torres,4348,3,8143.030000,3,1,1,5,At-Risk Customers
11482,Adrienne Torres,4302,3,8143.030000,2,1,1,4,At-Risk Customers
11915,Philip Carlson,4319,3,8143.000000,2,1,1,4,At-Risk Customers
11455,Ross Sanz,4404,3,8142.030000,3,1,1,5,At-Risk Customers
11459,Tasha Deng,4386,3,8141.330000,3,1,1,5,At-Risk Customers
11989,Kara Anand,4337,3,8139.530000,3,1,1,5,At-Risk Customers
11003,Christy Zhu,4425,3,8139.290000,4,1,1,6,Potential Loyalists
11768,Clayton Nara,4360,3,8139.040000,3,1,1,5,At-Risk Customers
11460,Melvin Chande,4394,3,8137.520000,3,1,1,5,At-Risk Customers
12337,Dustin Goldstein,4335,3,8137.010000,3,1,1,5,At-Risk Customers
11111,Meredith Gutierrez,4321,3,8137.000000,2,1,1,4,At-Risk Customers
11444,Tina Mehta,4402,3,8136.020000,3,1,1,5,At-Risk Customers
11907,Sarah Garcia,4354,3,8135.330000,3,1,1,5,At-Risk Customers
11011,Curtis Lu,4477,3,8133.040000,4,1,1,6,Potential Loyalists
11448,Kyle Patterson,4383,3,8132.010000,3,1,1,5,At-Risk Customers
11052,Heidi Lopez,4408,3,8131.320000,3,1,1,5,At-Risk Customers
11993,Rosa Wang,4198,3,8131.320000,1,1,1,3,Lost Customers
11449,Alvin Hu,4380,3,8130.320000,3,1,1,5,At-Risk Customers
11764,Jessie Ramos,4367,3,8129.020000,3,1,1,5,At-Risk Customers
11124,Ross Jordan,4386,3,8129.020000,3,1,1,5,At-Risk Customers
11061,Todd Gao,4390,3,8129.020000,3,1,1,5,At-Risk Customers
11464,Alejandro Huang,4373,3,8128.510000,3,1,1,5,At-Risk Customers
11991,Frederick Martinez,4202,3,8128.020000,1,1,1,3,Lost Customers
11489,Deborah Goel,4284,3,8127.510000,2,1,1,4,At-Risk Customers
11108,Kari Alvarez,4381,3,8124.040000,3,1,1,5,At-Risk Customers
11893,Orlando Carlson,4351,3,8123.030000,3,1,1,5,At-Risk Customers
11992,Tonya Chande,4210,3,8123.030000,1,1,1,3,Lost Customers
11917,Roy Sanz,4324,3,8121.330000,2,1,1,4,At-Risk Customers
11005,Julio Ruiz,4433,3,8121.330000,4,1,1,6,Potential Loyalists
11344,Jessie Jimenez,4351,3,8119.810000,3,1,1,5,At-Risk Customers
11892,Julio Ortega,4352,3,8119.030000,3,1,1,5,At-Risk Customers
11006,Janet Alvarez,4421,3,8119.030000,3,1,1,5,At-Risk Customers
11896,Frank Carlson,4363,3,8117.970000,3,1,1,5,At-Risk Customers
11462,Laura Lin,4349,3,8116.330000,3,1,1,5,At-Risk Customers
11002,Ruben Torres,4501,3,8114.040000,4,1,1,6,Potential Loyalists
12004,Jarrod Suri,4335,3,8114.040000,3,1,1,5,At-Risk Customers
11398,Colin Nath,4341,3,8114.040000,3,1,1,5,At-Risk Customers
11910,Jaclyn Zheng,4340,3,8113.030000,3,1,1,5,At-Risk Customers
12001,Shannon Yang,4329,3,8113.010000,2,1,1,4,At-Risk Customers
11092,Cheryl Diaz,4383,3,8110.020000,3,1,1,5,At-Risk Customers
11903,Kate Raji,4361,3,8108.040000,3,1,1,5,At-Risk Customers
11008,Rob Verhoff,4494,3,8106.310000,4,1,1,6,Potential Loyalists
11909,Nichole She,4342,3,8105.310000,3,1,1,5,At-Risk Customers
11069,Carolyn Navarro,4400,3,8104.050000,3,1,1,5,At-Risk Customers
11097,Edwin Nara,4350,3,8099.030000,3,1,1,5,At-Risk Customers
11445,Kari Kim,4376,3,8098.030000,3,1,1,5,At-Risk Customers
11105,Candace Fernandez,4399,3,8095.990000,3,1,1,5,At-Risk Customers
11912,Rachael Sai,4229,3,8095.320000,1,1,1,3,Lost Customers
11110,Curtis Yang,4323,3,8093.030000,2,1,1,4,At-Risk Customers
12302,Kevin Coleman,4195,4,8091.889600,1,1,1,3,Lost Customers
11009,Shannon Carlson,4426,3,8091.330000,4,1,1,6,Potential Loyalists
11488,Jermaine Lopez,4313,3,8090.330000,2,1,1,4,At-Risk Customers
11454,Melinda Navarro,4386,3,8089.040000,3,1,1,5,At-Risk Customers
11461,Victor Jimenez,4353,3,8089.040000,3,1,1,5,At-Risk Customers
11010,Jacquelyn Suarez,4412,3,8088.040000,3,1,1,5,At-Risk Customers
11057,Carl Andersen,4414,3,8088.040000,3,1,1,5,At-Risk Customers
11976,Audrey Ramos,4318,3,8087.310000,2,1,1,4,At-Risk Customers
11151,Melinda Gill,4262,3,8087.310000,2,1,1,4,At-Risk Customers
11908,Rafael Tang,4320,3,8079.050000,2,1,1,4,At-Risk Customers
11968,Kelsey Becker,4326,3,8079.050000,2,1,1,4,At-Risk Customers
11106,Jessie Liu,4389,3,8079.050000,3,1,1,5,At-Risk Customers
11447,Jennifer Roberts,4404,3,8078.020000,3,1,1,5,At-Risk Customers
11353,Carrie Ortega,4335,3,8078.020000,3,1,1,5,At-Risk Customers
11756,Linda Ortega,4257,3,8078.020000,2,1,1,4,At-Risk Customers
11988,Kathryn Chapman,4337,3,8078.020000,3,1,1,5,At-Risk Customers
11963,Antonio Patterson,4320,3,8068.030000,2,1,1,4,At-Risk Customers
11351,Anne Ramos,4315,3,8068.030000,2,1,1,4,At-Risk Customers
11075,Felicia Jimenez,4380,3,8068.030000,3,1,1,5,At-Risk Customers
12291,Johnathan Suri,4231,4,8067.899600,1,1,1,3,Lost Customers
11096,Andrés Anand,4344,3,8063.040000,3,1,1,5,At-Risk Customers
11759,Dawn Nath,4365,3,8054.050000,3,1,1,5,At-Risk Customers
12298,Crystal Zeng,4210,4,8053.409600,1,1,1,3,Lost Customers
12297,Felicia Blanco,4242,4,8022.578200,1,1,1,3,Lost Customers
12314,Jill Suarez,4193,4,7997.919600,1,1,1,3,Lost Customers
12130,Suzanne Zhou,4237,4,7987.909600,1,1,1,3,Lost Customers
12330,Preston Raman,4197,4,7933.409600,1,1,1,3,Lost Customers
13259,Allen Garcia,4233,4,7853.490000,1,1,1,3,Lost Customers
11240,Anne Hernandez,4422,4,7586.230000,3,1,1,5,At-Risk Customers
11238,Mayra Prasad,4435,4,7542.770000,4,1,1,6,Potential Loyalists
11239,Latoya Goel,4407,4,7511.550000,3,1,1,5,At-Risk Customers
13256,Abby Subram,4196,4,7494.879600,1,1,1,3,Lost Customers
13255,Lance Blanco,4219,4,7393.058200,1,1,1,3,Lost Customers
12657,Audrey Blanco,4198,4,7384.098200,1,1,1,3,Lost Customers
16589,Martin Suri,4295,3,7343.690000,2,1,1,4,At-Risk Customers
13406,Craig Jiménez,4234,4,7300.550000,1,1,1,3,Lost Customers
13579,Alan Chen,4233,4,7295.040000,1,1,1,3,Lost Customers
17221,Ricky Navarro,4324,3,7292.310000,2,1,1,4,At-Risk Customers
13580,Carol Xu,4194,4,7285.570000,1,1,1,3,Lost Customers
17114,Jarrod Mehta,4242,3,7275.360000,1,1,1,3,Lost Customers
15093,Johnny Moyer,4241,3,7265.650000,1,1,1,3,Lost Customers
13264,Melanie Sanchez,4275,4,7265.560000,2,1,1,4,At-Risk Customers
13265,Luke Adams,4246,4,7259.560000,1,1,1,3,Lost Customers
15095,Jodi Shan,4212,3,7255.660000,1,1,1,3,Lost Customers
17184,Eddie Dominguez,4326,3,7253.350000,2,1,1,4,At-Risk Customers
15623,Molly Madan,4289,3,7246.870000,2,1,1,4,At-Risk Customers
16263,Eduardo Robinson,4293,3,7243.360000,2,1,1,4,At-Risk Customers
16823,Stacy Ruiz,4288,3,7242.350000,2,1,1,4,At-Risk Customers
13260,James Flores,4330,4,7239.560000,3,1,1,5,At-Risk Customers
16196,Kurt Raheem,4316,3,7237.360000,2,1,1,4,At-Risk Customers
17198,Cheryl Jiménez,4322,3,7233.360000,2,1,1,4,At-Risk Customers
15357,Craig Navarro,4359,3,7232.370000,3,1,1,5,At-Risk Customers
16594,Andrew Jones,4310,3,7231.370000,2,1,1,4,At-Risk Customers
15085,Kristin Jai,4361,3,7229.370000,3,1,1,5,At-Risk Customers
19031,Regina Perez,4210,3,7226.380000,1,1,1,3,Lost Customers
16207,Jordan Shan,4310,3,7226.370000,2,1,1,4,At-Risk Customers
15676,Todd Wang,4278,3,7224.680000,2,1,1,4,At-Risk Customers
15678,Susan Zhou,4275,3,7223.340000,2,1,1,4,At-Risk Customers
16821,Mary Carter,4324,3,7221.350000,2,1,1,4,At-Risk Customers
13792,Charles Taylor,4199,3,7216.080000,1,1,1,3,Lost Customers
15116,Mackenzie Ramirez,4365,3,7212.860000,3,1,1,5,At-Risk Customers
13794,Mallory Martin,4209,3,7212.060000,1,1,1,3,Lost Customers
17214,Damien Liu,4251,3,7211.390000,2,1,1,4,At-Risk Customers
14791,Ashlee Deng,4382,3,7210.850000,3,1,1,5,At-Risk Customers
15675,Jay Alonso,4329,3,7206.380000,2,1,1,4,At-Risk Customers
16831,Theodore Vazquez,4265,3,7206.370000,2,1,1,4,At-Risk Customers
16827,Jeffery Chen,4260,3,7205.360000,2,1,1,4,At-Risk Customers
16565,Corey Anand,4246,3,7203.660000,1,1,1,3,Lost Customers
16206,Cindy Lewis,4318,3,7203.350000,2,1,1,4,At-Risk Customers
15677,Alyssa Bradley,4266,3,7200.860000,2,1,1,4,At-Risk Customers
13261,Lindsey Andersen,4282,4,7200.580000,2,1,1,4,At-Risk Customers
18166,Julian Wood,4210,3,7200.370000,1,1,1,3,Lost Customers
13606,Drew Sharma,4194,4,7195.580000,1,1,1,3,Lost Customers
16585,Vincent Sun,4291,3,7192.390000,2,1,1,4,At-Risk Customers
11414,Ian Richardson,4297,4,7191.770000,2,1,1,4,At-Risk Customers
11413,Megan Stewart,4307,4,7189.750000,2,1,1,4,At-Risk Customers
18173,Brent Zhang,4216,3,7189.350000,1,1,1,3,Lost Customers
15685,Robin Vazquez,4352,3,7188.370000,3,1,1,5,At-Risk Customers
17781,Jake She,4251,3,7187.370000,2,1,1,4,At-Risk Customers
15932,Tabitha Jimenez,4322,3,7186.390000,2,1,1,4,At-Risk Customers
16829,Wayne Lal,4278,3,7185.370000,2,1,1,4,At-Risk Customers
16828,Logan Mitchell,4266,3,7182.660000,2,1,1,4,At-Risk Customers
17209,Jacqueline James,4337,3,7182.400000,3,1,1,5,At-Risk Customers
16822,Marshall Lin,4296,3,7176.380000,2,1,1,4,At-Risk Customers
17183,Shane Sanchez,4327,3,7175.860000,2,1,1,4,At-Risk Customers
11244,Alexis Coleman,4355,4,7175.750000,3,1,1,5,At-Risk Customers
13693,Dominic Gonzalez,4216,3,7171.580000,1,1,1,3,Lost Customers
16261,Diana Navarro,4239,3,7170.870000,1,1,1,3,Lost Customers
15625,Clinton Alvarez,4348,3,7169.390000,3,1,1,5,At-Risk Customers
11243,Robin Alvarez,4395,4,7164.250000,3,1,1,5,At-Risk Customers
16204,Terrence Anand,4248,3,7162.390000,2,1,1,4,At-Risk Customers
13690,Claudia Gao,4245,3,7162.080000,1,1,1,3,Lost Customers
16567,Erick Lopez,4247,3,7159.700000,1,1,1,3,Lost Customers
13765,Jaime Shen,4193,3,7152.090000,1,1,1,3,Lost Customers
13777,Manuel Perez,4194,3,7147.070000,1,1,1,3,Lost Customers
16830,Alexandra Hall,4320,3,7138.680000,2,1,1,4,At-Risk Customers
13784,Spencer Griffin,4198,3,7138.100000,1,1,1,3,Lost Customers
11247,Claudia Zhou,4326,4,7131.510000,2,1,1,4,At-Risk Customers
16598,Kate Rai,4286,3,7131.400000,2,1,1,4,At-Risk Customers
11250,Shannon Liu,4337,4,7116.250000,3,1,1,5,At-Risk Customers
15094,Wendy Ortega,4234,3,7108.872500,1,1,1,3,Lost Customers
12037,Patricia Chapman,4303,3,7107.100000,2,1,1,4,At-Risk Customers
14203,Seth Rodriguez,4312,3,7081.462500,2,1,1,4,At-Risk Customers
11422,Dustin Deng,4248,4,7075.270000,1,1,1,3,Lost Customers
11548,Raymond Sanchez,4240,3,7068.270000,1,1,1,3,Lost Customers
15082,Kelvin Lal,4400,3,7068.082500,3,1,1,5,At-Risk Customers
16587,Zachary Martinez,4316,3,7063.562500,2,1,1,4,At-Risk Customers
11996,Veronica Srini,4341,3,7058.700000,3,1,1,5,At-Risk Customers
11485,Donald Chandra,4300,3,7048.300000,2,1,1,4,At-Risk Customers
18177,Reginald Suarez,4212,3,7043.562500,1,1,1,3,Lost Customers
11999,Johnny Shan,4341,3,7043.270000,3,1,1,5,At-Risk Customers
14976,Randy Hu,4395,3,7040.612500,3,1,1,5,At-Risk Customers
11997,Kristina Kapoor,4329,3,7029.780000,2,1,1,4,At-Risk Customers
15626,Eduardo White,4367,3,7029.072500,3,1,1,5,At-Risk Customers
12007,Shannon Sun,4291,3,7023.780000,2,1,1,4,At-Risk Customers
11549,Crystal Liang,4209,3,7023.770000,1,1,1,3,Lost Customers
13012,Krystal Hu,4264,3,7017.439600,2,1,1,4,At-Risk Customers
14773,Noah Ross,4375,3,7015.612500,3,1,1,5,At-Risk Customers
17825,Clayton Li,4208,3,7015.552500,1,1,1,3,Lost Customers
11496,Gary Ortega,4246,3,7013.790000,1,1,1,3,Lost Customers
14790,Terry Tang,4387,3,7004.572500,3,1,1,5,At-Risk Customers
16298,Adrienne Sanz,4281,3,7000.872500,2,1,1,4,At-Risk Customers
16603,Scott Seely,4331,3,7000.552500,3,1,1,5,At-Risk Customers
15637,Russell Sharma,4274,3,6999.572500,2,1,1,4,At-Risk Customers
15084,Adrienne Serrano,4347,3,6999.092500,3,1,1,5,At-Risk Customers
14424,Stefanie Raman,4287,3,6998.862500,2,1,1,4,At-Risk Customers
17199,Dennis Zhou,4336,3,6997.562500,3,1,1,5,At-Risk Customers
16588,Andre Martinez,4307,3,6994.582500,2,1,1,4,At-Risk Customers
16575,Veronica Vance,4310,3,6994.572500,2,1,1,4,At-Risk Customers
15624,Tyrone Rubio,4289,3,6989.582500,2,1,1,4,At-Risk Customers
17811,Stacy Hernandez,4218,3,6989.582500,1,1,1,3,Lost Customers
17225,Lawrence Dominguez,4251,3,6986.872500,2,1,1,4,At-Risk Customers
11388,Joseph Martin,4439,3,6986.750000,4,1,1,6,Potential Loyalists
12005,Gilbert Shen,4326,3,6984.810000,2,1,1,4,At-Risk Customers
18127,Franklin He,4232,3,6982.072500,1,1,1,3,Lost Customers
14931,Andres Pal,4376,3,6980.852500,3,1,1,5,At-Risk Customers
17207,Ian Torres,4229,3,6979.562500,1,1,1,3,Lost Customers
15926,Donna Deng,4365,3,6978.562500,3,1,1,5,At-Risk Customers
17192,Warren He,4260,3,6977.582500,2,1,1,4,At-Risk Customers
15117,Dana Dominguez,4345,3,6974.562500,3,1,1,5,At-Risk Customers
