CustomerID,CustomerName,Recency,Frequency,Monetary,RFM_Score,CustomerSegment
25547,Carla Suri,4514,1,$3.99,3,Lost Customers
17649,Ronald Mehta,4510,1,$3.99,3,Lost Customers
20146,Mackenzie Hall,4509,1,$3.99,3,Lost Customers
18111,Timothy Morris,4509,1,$4.99,3,Lost Customers
17014,Michael Harris,4513,1,$4.99,3,Lost Customers
29290,Troy Garcia,4512,1,$4.99,3,Lost Customers
17165,Isaac Gonzalez,4511,1,$4.99,3,Lost Customers
22559,Stacy Vazquez,4511,1,$4.99,3,Lost Customers
24415,Kaylee Ward,4514,1,$4.99,3,Lost Customers
15414,Isaac Richardson,4515,1,$4.99,3,Lost Customers
12837,Nicole Anderson,4514,1,$4.99,3,Lost Customers
22491,Jerry Nara,4516,1,$4.99,3,Lost Customers
17368,Alisha Xie,4516,1,$4.99,3,Lost Customers
19327,Candace Gonzalez,4515,1,$4.99,3,Lost Customers
17630,Gilbert Zhang,4517,1,$4.99,3,Lost Customers
18569,Emma Bryant,4518,1,$4.99,3,Lost Customers
17685,Diana Torres,4523,1,$4.99,3,Lost Customers
29287,Suzanne Lin,4524,1,$4.99,3,Lost Customers
25801,Colin Raji,4524,1,$4.99,3,Lost Customers
23070,Natalie Hall,4521,1,$4.99,3,Lost Customers
28533,Clayton Sun,4521,1,$4.99,3,Lost Customers
18102,Nicholas Lewis,4520,1,$4.99,3,Lost Customers
21868,Aimee Ma,4519,1,$4.99,3,Lost Customers
28274,William Rodriguez,4525,1,$4.99,3,Lost Customers
20130,Jordan Nelson,4524,1,$4.99,3,Lost Customers
18423,Christian Jones,4471,1,$4.99,3,Lost Customers
19933,Nichole Deng,4472,1,$4.99,3,Lost Customers
22814,Edwin Kumar,4472,1,$4.99,3,Lost Customers
21851,Stuart Railson,4471,1,$4.99,3,Lost Customers
26449,Jared Gray,4469,1,$4.99,3,Lost Customers
21114,Savannah Murphy,4468,1,$4.99,3,Lost Customers
17104,Clifford Rodriguez,4467,1,$4.99,3,Lost Customers
22772,Erin Watson,4473,1,$4.99,3,Lost Customers
24995,Melissa Peterson,4475,1,$4.99,3,Lost Customers
17169,Emily Taylor,4477,1,$4.99,3,Lost Customers
17683,Jenna Evans,4488,1,$4.99,3,Lost Customers
19463,Cassandra Chandra,4487,1,$4.99,3,Lost Customers
17275,Ian Sanders,4486,1,$4.99,3,Lost Customers
15423,Jack Long,4486,1,$4.99,3,Lost Customers
22554,Gilbert Xu,4485,1,$4.99,3,Lost Customers
16860,Haley Rogers,4484,1,$4.99,3,Lost Customers
16978,Jeremy Rivera,4484,1,$4.99,3,Lost Customers
17449,Jackson Adams,4484,1,$4.99,3,Lost Customers
17488,Jason Adams,4479,1,$4.99,3,Lost Customers
17431,Grace Kelly,4479,1,$4.99,3,Lost Customers
18552,Kelsey Goel,4479,1,$4.99,3,Lost Customers
27836,Pedro Navarro,4479,1,$4.99,3,Lost Customers
27926,Eduardo Mitchell,4479,1,$4.99,3,Lost Customers
28003,Julia Sanchez,4504,1,$4.99,3,Lost Customers
27807,Shaun Kumar,4507,1,$4.99,3,Lost Customers
24064,Stanley Fernandez,4506,1,$4.99,3,Lost Customers
23770,Jamie Carlson,4503,1,$4.99,3,Lost Customers
24894,Jaime Jai,4507,1,$4.99,3,Lost Customers
16039,Steve Yang,4506,1,$4.99,3,Lost Customers
17137,Jason Washington,4503,1,$4.99,3,Lost Customers
28248,Eric Scott,4503,1,$4.99,3,Lost Customers
14404,Rachel Davis,4502,1,$4.99,3,Lost Customers
26488,Julia Rodriguez,4501,1,$4.99,3,Lost Customers
14909,Benjamin Bryant,4500,1,$4.99,3,Lost Customers
23676,Brandon Diaz,4499,1,$4.99,3,Lost Customers
17111,Jenny Chande,4501,1,$4.99,3,Lost Customers
29230,Kaitlyn Diaz,4497,1,$4.99,3,Lost Customers
25783,Omar Sun,4497,1,$4.99,3,Lost Customers
16381,Kayla Davis,4496,1,$4.99,3,Lost Customers
27995,Carlos Stewart,4494,1,$4.99,3,Lost Customers
28919,Krystal Wagner,4494,1,$4.99,3,Lost Customers
15420,Nathan Hernandez,4494,1,$4.99,3,Lost Customers
17590,Garrett Cox,4493,1,$4.99,3,Lost Customers
18123,Emily Hughes,4493,1,$4.99,3,Lost Customers
24895,Dalton Henderson,4493,1,$4.99,3,Lost Customers
22917,Maurice She,4493,1,$4.99,3,Lost Customers
14788,Gerald Rana,4493,1,$4.99,3,Lost Customers
23442,Todd She,4492,1,$4.99,3,Lost Customers
25804,Nelson Torres,4491,1,$4.99,3,Lost Customers
27207,Taylor Morris,4490,1,$4.99,3,Lost Customers
22494,Jon Andersen,4489,1,$4.99,3,Lost Customers
14629,Blake Hernandez,4489,1,$4.99,3,Lost Customers
26026,Cindy Srini,4489,1,$4.99,3,Lost Customers
19214,Cassidy Powell,4488,1,$4.99,3,Lost Customers
18424,Samuel Williams,4488,1,$4.99,3,Lost Customers
25466,Janet Young,4391,1,$4.99,4,At-Risk Customers
24464,Joanna Torres,4390,1,$4.99,4,At-Risk Customers
22516,Adrienne Ortega,4391,1,$4.99,4,At-Risk Customers
28251,Joe Rubio,4390,1,$4.99,4,At-Risk Customers
24881,Tasha Ashe,4392,1,$4.99,4,At-Risk Customers
14899,Rodney Dominguez,4391,1,$4.99,4,At-Risk Customers
21838,Gerald Ruiz,4393,1,$4.99,4,At-Risk Customers
17456,Trevor Wood,4392,1,$4.99,4,At-Risk Customers
20088,Jose Lewis,4397,1,$4.99,4,At-Risk Customers
17376,Jaclyn She,4396,1,$4.99,4,At-Risk Customers
17168,Jada Perez,4395,1,$4.99,4,At-Risk Customers
28345,Diana Serrano,4394,1,$4.99,4,At-Risk Customers
18099,Marcus Edwards,4394,1,$4.99,4,At-Risk Customers
23562,Warren Luo,4406,1,$4.99,4,At-Risk Customers
24630,Brianna Howard,4406,1,$4.99,4,At-Risk Customers
17541,Kristen Zeng,4405,1,$4.99,4,At-Risk Customers
20967,Casey Rowe,4402,1,$4.99,4,At-Risk Customers
14592,Jessica Thompson,4402,1,$4.99,4,At-Risk Customers
28085,Jeremiah Evans,4402,1,$4.99,4,At-Risk Customers
24649,Aaron Washington,4400,1,$4.99,4,At-Risk Customers
17467,Wyatt Hayes,4400,1,$4.99,4,At-Risk Customers
23892,Olivia Bailey,4399,1,$4.99,4,At-Risk Customers
21263,Gail Russell,4398,1,$4.99,4,At-Risk Customers
26350,Gabrielle King,4408,1,$4.99,4,At-Risk Customers
25109,Devin Rivera,4408,1,$4.99,4,At-Risk Customers
25473,Kristin Goel,4409,1,$4.99,4,At-Risk Customers
22558,Ernest Ye,4409,1,$4.99,4,At-Risk Customers
15776,Jesse Mitchell,4409,1,$4.99,4,At-Risk Customers
19465,Sierra Baker,4416,1,$4.99,4,At-Risk Customers
23673,Kayla Miller,4415,1,$4.99,4,At-Risk Customers
28874,Alexa Brooks,4413,1,$4.99,4,At-Risk Customers
17430,Edward King,4413,1,$4.99,4,At-Risk Customers
19919,Rebekah Johnsen,4422,1,$4.99,4,At-Risk Customers
15560,Gabrielle Gray,4424,1,$4.99,4,At-Risk Customers
25141,Walter Gutierrez,4425,1,$4.99,3,Lost Customers
15967,Dakota Diaz,4420,1,$4.99,4,At-Risk Customers
19363,Regina Raman,4419,1,$4.99,4,At-Risk Customers
16874,Leslie Munoz,4419,1,$4.99,4,At-Risk Customers
16503,Christian Anderson,4418,1,$4.99,4,At-Risk Customers
15344,Luke Russell,4448,1,$4.99,3,Lost Customers
18179,Chelsea McDonald,4448,1,$4.99,3,Lost Customers
19317,Sara Scott,4449,1,$4.99,3,Lost Customers
24109,Eddie Suarez,4452,1,$4.99,3,Lost Customers
24763,Fernando Hill,4452,1,$4.99,3,Lost Customers
15315,Katherine Bennett,4457,1,$4.99,3,Lost Customers
18182,Kristi Prasad,4456,1,$4.99,3,Lost Customers
17339,Ian Hayes,4455,1,$4.99,3,Lost Customers
18657,Alex Morgan,4455,1,$4.99,3,Lost Customers
14399,Jeremy Peterson,4453,1,$4.99,3,Lost Customers
24489,Shelby Murphy,4452,1,$4.99,3,Lost Customers
21845,Cameron Miller,4467,1,$4.99,3,Lost Customers
23976,Rachael Arun,4466,1,$4.99,3,Lost Customers
16992,Lucas Watson,4465,1,$4.99,3,Lost Customers
28266,Wyatt Flores,4463,1,$4.99,3,Lost Customers
17526,Tristan Gonzales,4463,1,$4.99,3,Lost Customers
24471,Ricardo Chande,4464,1,$4.99,3,Lost Customers
22380,Brendan Nath,4462,1,$4.99,3,Lost Customers
16003,Carol Robinson,4462,1,$4.99,3,Lost Customers
18387,Carlos Green,4462,1,$4.99,3,Lost Customers
24703,Jonathan White,4461,1,$4.99,3,Lost Customers
25476,Karen Ye,4461,1,$4.99,3,Lost Customers
23498,James Johnson,4461,1,$4.99,3,Lost Customers
17556,Emily Powell,4460,1,$4.99,3,Lost Customers
25507,Suzanne Guo,4460,1,$4.99,3,Lost Customers
25299,Hector Romero,4459,1,$4.99,3,Lost Customers
20419,Billy Romero,4458,1,$4.99,3,Lost Customers
28127,Fernando Price,4458,1,$4.99,3,Lost Customers
22488,Frederick Patel,4438,1,$4.99,3,Lost Customers
17357,Brandon Miller,4438,1,$4.99,3,Lost Customers
21363,Tammy Arthur,4438,1,$4.99,3,Lost Customers
22457,Kimberly Cooper,4442,1,$4.99,3,Lost Customers
16299,Alison Tang,4441,1,$4.99,3,Lost Customers
17616,Daniel Weisman,4440,1,$4.99,3,Lost Customers
28286,Destiny Alexander,4440,1,$4.99,3,Lost Customers
14920,Jason Hill,4446,1,$4.99,3,Lost Customers
17694,Joan Carter,4446,1,$4.99,3,Lost Customers
23346,Carly Raji,4445,1,$4.99,3,Lost Customers
21115,Bobby Raman,4444,1,$4.99,3,Lost Customers
18106,Carson Alexander,4444,1,$4.99,3,Lost Customers
19351,Edgar Vance,4443,1,$4.99,3,Lost Customers
26232,Jay Gomez,4442,1,$4.99,3,Lost Customers
17335,Miguel Gonzales,4442,1,$4.99,3,Lost Customers
19928,Jaime Sanz,4432,1,$4.99,3,Lost Customers
27049,Faith Sanchez,4432,1,$4.99,3,Lost Customers
20277,Mary Hall,4432,1,$4.99,3,Lost Customers
23643,Erica Zheng,4431,1,$4.99,3,Lost Customers
17015,Kelly Patterson,4432,1,$4.99,3,Lost Customers
25665,Theresa Romero,4436,1,$4.99,3,Lost Customers
27022,Anthony Johnson,4435,1,$4.99,3,Lost Customers
15400,Samuel Roberts,4434,1,$4.99,3,Lost Customers
18510,Samuel Washington,4434,1,$4.99,3,Lost Customers
26173,Ariana Rivera,4435,1,$4.99,3,Lost Customers
20312,Ryan Lewis,4429,1,$4.99,3,Lost Customers
23129,Misty Ashe,4429,1,$4.99,3,Lost Customers
24218,Bryant Lopez,4430,1,$4.99,3,Lost Customers
17434,Alyssa Russell,4383,1,$4.99,5,At-Risk Customers
27703,Meredith Navarro,4382,1,$4.99,5,At-Risk Customers
25241,Aaron Powell,4385,1,$4.99,5,At-Risk Customers
14609,Julia Phillips,4385,1,$4.99,5,At-Risk Customers
25327,Adam Simmons,4383,1,$4.99,5,At-Risk Customers
16899,Whitney Sanchez,4388,1,$4.99,5,At-Risk Customers
20402,Vincent Liang,4388,1,$4.99,5,At-Risk Customers
17538,Brianna Bell,4388,1,$4.99,5,At-Risk Customers
21010,Ruben Navarro,4387,1,$4.99,5,At-Risk Customers
23095,Gerald Patel,4386,1,$4.99,5,At-Risk Customers
17174,Angelica Wood,4386,1,$4.99,5,At-Risk Customers
24805,Donna Luo,4377,1,$4.99,5,At-Risk Customers
14762,Adriana Perez,4377,1,$4.99,5,At-Risk Customers
15979,Nicole Cook,4378,1,$4.99,5,At-Risk Customers
17426,Donna Shan,4380,1,$4.99,5,At-Risk Customers
24816,Lauren Perry,4376,1,$4.99,5,At-Risk Customers
28151,Katherine Walker,4376,1,$4.99,5,At-Risk Customers
21128,Kenneth Andersen,4376,1,$4.99,5,At-Risk Customers
25648,Michele Carlson,4376,1,$4.99,5,At-Risk Customers
24857,Anna Henderson,4375,1,$4.99,5,At-Risk Customers
23430,Savannah Turner,4374,1,$4.99,5,At-Risk Customers
16293,Sean Adams,4373,1,$4.99,5,At-Risk Customers
26802,Lucas Sanders,4373,1,$4.99,5,At-Risk Customers
14942,Whitney Madan,4372,1,$4.99,5,At-Risk Customers
25002,Logan Edwards,4372,1,$4.99,5,At-Risk Customers
23368,Cassidy Flores,4372,1,$4.99,5,At-Risk Customers
23935,Alexis Barnes,4365,1,$4.99,5,At-Risk Customers
26226,Michele Andersen,4365,1,$4.99,5,At-Risk Customers
17532,Nathan Patterson,4365,1,$4.99,5,At-Risk Customers
28282,Cindy Foster,4364,1,$4.99,5,At-Risk Customers
16154,Jennifer Scott,4363,1,$4.99,5,At-Risk Customers
17432,Mariah Peterson,4363,1,$4.99,5,At-Risk Customers
21725,Gabrielle Cannata,4362,1,$4.99,5,At-Risk Customers
17547,Alejandro Yuan,4361,1,$4.99,5,At-Risk Customers
23554,Joan Cook,4370,1,$4.99,5,At-Risk Customers
15680,Tasha She,4369,1,$4.99,5,At-Risk Customers
23967,Veronica Suri,4367,1,$4.99,5,At-Risk Customers
17436,Evan Ramirez,4366,1,$4.99,5,At-Risk Customers
22015,Mary Turner,4366,1,$4.99,5,At-Risk Customers
20089,Luis Powell,4357,1,$4.99,5,At-Risk Customers
27414,Julia Young,4356,1,$4.99,5,At-Risk Customers
17689,Mary Young,4360,1,$4.99,5,At-Risk Customers
14729,Gloria Rubio,4361,1,$4.99,5,At-Risk Customers
22859,Arianna Sanders,4359,1,$4.99,5,At-Risk Customers
18061,Jesse Bailey,4360,1,$4.99,5,At-Risk Customers
24897,Glenn Hu,4359,1,$4.99,5,At-Risk Customers
15164,Savannah Collins,4356,1,$4.99,5,At-Risk Customers
16063,Francisco Kapoor,4355,1,$4.99,5,At-Risk Customers
25131,Gerald Chandra,4353,1,$4.99,5,At-Risk Customers
18405,Sheila Gutierrez,4352,1,$4.99,5,At-Risk Customers
23476,Charles Hall,4345,1,$4.99,5,At-Risk Customers
19927,Ruben Fernandez,4345,1,$4.99,5,At-Risk Customers
28306,Elizabeth Powell,4344,1,$4.99,5,At-Risk Customers
27061,Gabrielle Scott,4344,1,$4.99,5,At-Risk Customers
22557,Jason Scott,4343,1,$4.99,5,At-Risk Customers
21279,Linda Rousey,4342,1,$4.99,5,At-Risk Customers
14620,Kayla Patterson,4342,1,$4.99,5,At-Risk Customers
20978,Bruce Srini,4342,1,$4.99,5,At-Risk Customers
18069,Elijah Hill,4342,1,$4.99,5,At-Risk Customers
26270,Hailey Bailey,4349,1,$4.99,5,At-Risk Customers
22856,Lance Carlson,4349,1,$4.99,5,At-Risk Customers
29267,Jordan Perez,4350,1,$4.99,5,At-Risk Customers
23345,Mario Lal,4350,1,$4.99,5,At-Risk Customers
25016,Elijah Washington,4349,1,$4.99,5,At-Risk Customers
28999,Edward Martinez,4349,1,$4.99,5,At-Risk Customers
21836,Kristi Raman,4348,1,$4.99,5,At-Risk Customers
25825,Tammy Fernandez,4347,1,$4.99,5,At-Risk Customers
16644,Leonard Goel,4347,1,$4.99,5,At-Risk Customers
27204,Devin Hall,4347,1,$4.99,5,At-Risk Customers
14528,Casey Ramos,4347,1,$4.99,5,At-Risk Customers
16765,Dalton White,4346,1,$4.99,5,At-Risk Customers
25349,Jose Coleman,4346,1,$4.99,5,At-Risk Customers
25316,Ronnie Zhu,4337,1,$4.99,5,At-Risk Customers
28911,Levi Rodriguez,4339,1,$4.99,5,At-Risk Customers
27628,Jasmine Hughes,4338,1,$4.99,5,At-Risk Customers
26678,Miranda Hughes,4341,1,$4.99,5,At-Risk Customers
27979,Ramon Zeng,4341,1,$4.99,5,At-Risk Customers
19390,Terrance Perez,4341,1,$4.99,5,At-Risk Customers
16905,Janet Stewart,4340,1,$4.99,5,At-Risk Customers
21860,Jacquelyn Gill,4340,1,$4.99,5,At-Risk Customers
13786,Jon Chavez,4339,1,$4.99,5,At-Risk Customers
24380,Maurice Yuan,4336,1,$4.99,5,At-Risk Customers
17602,Dalton Williams,4335,1,$4.99,5,At-Risk Customers
17440,Richard Cox,4334,1,$4.99,5,At-Risk Customers
27592,Hector Ruiz,4333,1,$4.99,5,At-Risk Customers
17408,Thomas Miller,4319,1,$4.99,6,Potential Loyalists
17688,Pedro Subram,4319,1,$4.99,6,Potential Loyalists
21376,Paula Ramos,4318,1,$4.99,6,Potential Loyalists
17395,Katherine Ramirez,4318,1,$4.99,6,Potential Loyalists
19370,Gilbert Yang,4320,1,$4.99,6,Potential Loyalists
24487,Samantha Harris,4320,1,$4.99,6,Potential Loyalists
23553,Jasmine Anderson,4317,1,$4.99,6,Potential Loyalists
16357,Margaret Russell,4317,1,$4.99,6,Potential Loyalists
28280,Tristan Powell,4317,1,$4.99,6,Potential Loyalists
22589,Cynthia Suri,4316,1,$4.99,6,Potential Loyalists
15386,Nicholas Taylor,4316,1,$4.99,6,Potential Loyalists
18402,Kimberly Kelly,4314,1,$4.99,6,Potential Loyalists
27039,Jonathan Lewis,4314,1,$4.99,6,Potential Loyalists
23535,Dawn Goel,4330,1,$4.99,5,At-Risk Customers
27913,Brittney Zheng,4332,1,$4.99,5,At-Risk Customers
21852,Eduardo Johnson,4331,1,$4.99,5,At-Risk Customers
25534,Casey Sanz,4329,1,$4.99,6,Potential Loyalists
20407,Kristopher Vance,4329,1,$4.99,6,Potential Loyalists
26806,Caleb Mitchell,4328,1,$4.99,6,Potential Loyalists
15458,Krystal Ma,4328,1,$4.99,6,Potential Loyalists
24111,Cameron Long,4328,1,$4.99,6,Potential Loyalists
17113,Clarence Pal,4324,1,$4.99,6,Potential Loyalists
21859,Monica Kim,4325,1,$4.99,6,Potential Loyalists
15533,Anna Richardson,4324,1,$4.99,6,Potential Loyalists
14763,George Arun,4324,1,$4.99,6,Potential Loyalists
17525,Adam Wright,4325,1,$4.99,6,Potential Loyalists
25784,Damien Raje,4308,1,$4.99,6,Potential Loyalists
25298,Cedric He,4307,1,$4.99,6,Potential Loyalists
24607,Kristine Ruiz,4307,1,$4.99,6,Potential Loyalists
27034,Corey Nara,4307,1,$4.99,6,Potential Loyalists
23347,Eddie Carlson,4306,1,$4.99,6,Potential Loyalists
23012,Mathew Carlson,4305,1,$4.99,6,Potential Loyalists
17534,Robert Griffin,4305,1,$4.99,6,Potential Loyalists
18072,Maria Perez,4305,1,$4.99,6,Potential Loyalists
29003,Veronica Perez,4304,1,$4.99,6,Potential Loyalists
17454,Edward Perry,4309,1,$4.99,6,Potential Loyalists
17265,Grace Flores,4310,1,$4.99,6,Potential Loyalists
27334,Corey Yuan,4311,1,$4.99,6,Potential Loyalists
22730,Timothy Perez,4310,1,$4.99,6,Potential Loyalists
16501,Vanessa Wood,4310,1,$4.99,6,Potential Loyalists
15966,Natalie Foster,4313,1,$4.99,6,Potential Loyalists
20099,Devon Xie,4311,1,$4.99,6,Potential Loyalists
17606,Jacqueline Peterson,4296,1,$4.99,6,Potential Loyalists
16737,Steven Selikoff,4295,1,$4.99,6,Potential Loyalists
25132,Lindsey Xie,4295,1,$4.99,6,Potential Loyalists
27019,Victoria Jackson,4299,1,$4.99,6,Potential Loyalists
19938,Chelsea Patel,4299,1,$4.99,6,Potential Loyalists
18404,Alicia Raji,4299,1,$4.99,6,Potential Loyalists
22801,Alicia Raje,4299,1,$4.99,6,Potential Loyalists
26180,Jonathan Butler,4298,1,$4.99,6,Potential Loyalists
20189,Grace Hall,4297,1,$4.99,6,Potential Loyalists
24825,Zoe Sanders,4297,1,$4.99,6,Potential Loyalists
18531,Thomas Simmons,4303,1,$4.99,6,Potential Loyalists
19748,Cory Prasad,4302,1,$4.99,6,Potential Loyalists
19644,Gloria Gill,4301,1,$4.99,6,Potential Loyalists
18425,Garrett Brooks,4301,1,$4.99,6,Potential Loyalists
24045,Shannon Martin,4277,1,$4.99,6,Potential Loyalists
15573,Thomas Wilson,4277,1,$4.99,6,Potential Loyalists
26176,Jason Hayes,4280,1,$4.99,6,Potential Loyalists
24122,Michele Blanco,4286,1,$4.99,6,Potential Loyalists
17377,Isabel Wood,4285,1,$4.99,6,Potential Loyalists
28123,Daisy Ortega,4284,1,$4.99,6,Potential Loyalists
18750,Alexandra Perry,4283,1,$4.99,6,Potential Loyalists
24600,Lisa Li,4282,1,$4.99,6,Potential Loyalists
21546,Cory Garcia,4282,1,$4.99,6,Potential Loyalists
15907,Steven Bailey,4281,1,$4.99,6,Potential Loyalists
15982,Jose Evans,4281,1,$4.99,6,Potential Loyalists
16960,Paige Gray,4281,1,$4.99,6,Potential Loyalists
15258,Chloe Reed,4287,1,$4.99,6,Potential Loyalists
22530,Kelli Jai,4288,1,$4.99,6,Potential Loyalists
21823,Lacey She,4287,1,$4.99,6,Potential Loyalists
17473,Ebony Blanco,4289,1,$4.99,6,Potential Loyalists
21850,Bruce Subram,4289,1,$4.99,6,Potential Loyalists
22386,Jerome Gill,4292,1,$4.99,6,Potential Loyalists
17603,Anna Patterson,4290,1,$4.99,6,Potential Loyalists
19431,Bonnie She,4290,1,$4.99,6,Potential Loyalists
22960,Douglas Malhotra,4294,1,$4.99,6,Potential Loyalists
16775,Sarah Russell,4293,1,$4.99,6,Potential Loyalists
16650,Kaitlyn Green,4245,1,$4.99,7,Potential Loyalists
27950,Shannon Sanz,4245,1,$4.99,7,Potential Loyalists
23488,Luis Nelson,4245,1,$4.99,7,Potential Loyalists
28310,Ross Sanchez,4244,1,$4.99,7,Potential Loyalists
16766,Summer Arun,4247,1,$4.99,7,Potential Loyalists
17587,Curtis Liang,4247,1,$4.99,7,Potential Loyalists
18453,Caroline Patterson,4247,1,$4.99,7,Potential Loyalists
16669,Benjamin Martinez,4249,1,$4.99,6,Potential Loyalists
14630,Isaiah James,4249,1,$4.99,6,Potential Loyalists
24986,Isabelle Griffin,4249,1,$4.99,6,Potential Loyalists
18779,Jose Hill,4248,1,$4.99,6,Potential Loyalists
28768,Emmanuel Rodriguez,4250,1,$4.99,6,Potential Loyalists
25433,Zachary Kumar,4250,1,$4.99,6,Potential Loyalists
27997,Lydia Malhotra,4250,1,$4.99,6,Potential Loyalists
15857,Isabella White,4259,1,$4.99,6,Potential Loyalists
16842,Jenny Yang,4257,1,$4.99,6,Potential Loyalists
12811,Marc Serrano,4257,1,$4.99,6,Potential Loyalists
18421,Megan Morgan,4256,1,$4.99,6,Potential Loyalists
17166,Joshua Several,4256,1,$4.99,6,Potential Loyalists
21674,Jada Morris,4254,1,$4.99,6,Potential Loyalists
24369,Chelsea Lopez,4254,1,$4.99,6,Potential Loyalists
27947,Alison Andersen,4254,1,$4.99,6,Potential Loyalists
20269,Hunter Foster,4254,1,$4.99,6,Potential Loyalists
15421,Cameron Clark,4254,1,$4.99,6,Potential Loyalists
29039,Xavier Hayes,4253,1,$4.99,6,Potential Loyalists
21866,Shannon Zhu,4259,1,$4.99,6,Potential Loyalists
28252,Sydney Murphy,4263,1,$4.99,6,Potential Loyalists
14513,Alexandra Turner,4262,1,$4.99,6,Potential Loyalists
13824,Destiny Wood,4262,1,$4.99,6,Potential Loyalists
